condition,timepoint,subj,bold,roi
cue,8,pc08,-0.13605902416839433,IFS
cue,8,pc10,-0.0038284359194971068,IFS
cue,8,pc11,-0.0696658068792351,IFS
cue,8,pc12,-0.0338482069836343,IFS
cue,8,pc13,-0.1608207080772671,IFS
cue,8,pc14,-0.028291747644343397,IFS
cue,8,pc15,-0.06396066709514685,IFS
cue,8,pc16,0.015765089874047927,IFS
cue,8,pc17,0.007277790211474988,IFS
cue,8,pc18,-0.00872863201428541,IFS
cue,8,pc19,-0.05250453928339349,IFS
cue,8,pc22,-0.04492532970578282,IFS
cue,8,pc23,-0.00319476716938684,IFS
cue,8,pc24,-0.07099092065093726,IFS
cue,9,pc07,0.010027056090340238,IFS
cue,9,pc08,-0.14604799449310174,IFS
cue,9,pc10,-0.005827150107303832,IFS
cue,9,pc11,-0.03768864405701329,IFS
cue,9,pc12,-0.07753344747691095,IFS
cue,9,pc13,-0.13659174175426952,IFS
cue,9,pc14,-0.028837065255677717,IFS
cue,9,pc15,-0.07089808257691055,IFS
cue,9,pc16,0.014398518725967393,IFS
cue,9,pc17,-0.005735364734731207,IFS
cue,9,pc18,-0.0031332023346083704,IFS
cue,9,pc19,-0.03930271389440464,IFS
cue,9,pc22,-0.03613969605150652,IFS
cue,9,pc23,-0.007656073596255888,IFS
cue,9,pc24,-0.08295484081483277,IFS
cue,10,pc07,0.010983874131313586,IFS
cue,10,pc08,-0.09798395892490866,IFS
cue,10,pc10,-0.007546202204505173,IFS
cue,10,pc11,-0.0037706668274139193,IFS
cue,10,pc12,-0.09325678460390446,IFS
cue,10,pc13,-0.06659286645734325,IFS
cue,10,pc14,-0.025539184123654406,IFS
cue,10,pc15,-0.0642260670843666,IFS
cue,10,pc16,0.005585162076302183,IFS
cue,10,pc17,-0.01514051879631189,IFS
cue,10,pc18,0.010463460770057931,IFS
cue,10,pc19,-0.01612410423571341,IFS
cue,10,pc22,-0.004137911376068739,IFS
cue,10,pc23,-0.009353753018231334,IFS
cue,10,pc24,-0.06628652774569492,IFS
cue,11,pc07,0.007460430792248398,IFS
cue,11,pc08,-0.03276964436256101,IFS
cue,11,pc10,-0.00769612753188332,IFS
cue,11,pc11,0.022680366683457735,IFS
cue,11,pc12,-0.08899117969601908,IFS
cue,11,pc13,-0.024692765015738916,IFS
cue,11,pc14,-0.023329026040999262,IFS
cue,11,pc15,-0.05201177919360725,IFS
cue,11,pc16,-0.005114080762511157,IFS
cue,11,pc17,-0.01483016075301059,IFS
cue,11,pc18,0.020380343808274495,IFS
cue,11,pc19,-0.0015033655964361119,IFS
cue,11,pc22,0.030528396435793154,IFS
cue,11,pc23,-0.006349258059762586,IFS
cue,11,pc24,-0.04036921220309546,IFS
cue,12,pc07,-0.007125133689282874,IFS
cue,12,pc08,0.012255246957560766,IFS
cue,12,pc10,-0.0046497950921547525,IFS
cue,12,pc11,0.042362869768533734,IFS
cue,12,pc12,-0.07071404950841499,IFS
cue,12,pc13,-0.01698390667404469,IFS
cue,12,pc14,-0.01814594030326811,IFS
cue,12,pc15,-0.04369959411435838,IFS
cue,12,pc16,-0.014005339485259106,IFS
cue,12,pc17,-0.00743069305273258,IFS
cue,12,pc18,0.024291516774914056,IFS
cue,12,pc19,0.005711181181961912,IFS
cue,12,pc22,0.05576621676978826,IFS
cue,12,pc23,-0.003034190385176842,IFS
cue,12,pc24,-0.020686078151591306,IFS
cue,13,pc07,-0.021728985185148493,IFS
cue,13,pc08,0.028378655018444124,IFS
cue,13,pc10,-0.005285179312851622,IFS
cue,13,pc11,0.047918334885363546,IFS
cue,13,pc12,-0.047639050575072214,IFS
cue,13,pc13,-0.021514218925136996,IFS
cue,13,pc14,-0.014984725195949188,IFS
cue,13,pc15,-0.037652260428826696,IFS
cue,13,pc16,-0.017513090760333527,IFS
cue,13,pc17,0.008419256738147522,IFS
cue,13,pc18,0.020073957107862396,IFS
cue,13,pc19,0.0043997427415348985,IFS
cue,13,pc22,0.05951035733406774,IFS
cue,13,pc23,-0.004449969527930352,IFS
cue,13,pc24,-0.009388272407923785,IFS
cue,14,pc07,-0.024075714438678578,IFS
cue,14,pc08,0.020241740715687927,IFS
cue,14,pc10,-0.007785318316148263,IFS
cue,14,pc11,0.03899617680974904,IFS
cue,14,pc12,-0.030613968525200014,IFS
cue,14,pc13,-0.02679602230960669,IFS
cue,14,pc14,-0.017212789048275463,IFS
cue,14,pc15,-0.02081477038109851,IFS
cue,14,pc16,-0.019831456536841447,IFS
cue,14,pc17,0.02179411101737216,IFS
cue,14,pc18,0.01053549266437847,IFS
cue,14,pc19,0.007167340401413576,IFS
cue,14,pc22,0.05013273815785829,IFS
cue,14,pc23,-0.0033179533740114986,IFS
cue,14,pc24,-0.005701235218749329,IFS
cue,15,pc07,-0.019636632337969764,IFS
cue,15,pc08,0.012594159108343824,IFS
cue,15,pc10,-0.004716483298520757,IFS
cue,15,pc11,0.024733648070632237,IFS
cue,15,pc12,-0.022376753858282018,IFS
cue,15,pc13,-0.03251233350796513,IFS
cue,15,pc14,-0.019506862587184294,IFS
cue,15,pc15,0.01005182941058953,IFS
cue,15,pc16,-0.027466991959018174,IFS
cue,15,pc17,0.025383209751462354,IFS
cue,15,pc18,0.002170208428320757,IFS
cue,15,pc19,0.011241283515798596,IFS
cue,15,pc22,0.04710230704765792,IFS
cue,15,pc23,-0.004489510094525196,IFS
cue,15,pc24,-0.0030534806123874974,IFS
cue,16,pc07,-0.017191926650350287,IFS
cue,16,pc08,0.004579083745354602,IFS
cue,16,pc10,0.009089817189477191,IFS
cue,16,pc11,0.014509864365605411,IFS
cue,16,pc12,-0.016807465083781975,IFS
cue,16,pc13,-0.04086228195284884,IFS
cue,16,pc14,-0.010068302153486716,IFS
cue,16,pc15,0.03150650900335653,IFS
cue,16,pc16,-0.039686684201908955,IFS
cue,16,pc17,0.016331627527443396,IFS
cue,16,pc18,-0.0042898666620408464,IFS
cue,16,pc19,0.010163192917778098,IFS
cue,16,pc22,0.057105395789198245,IFS
cue,16,pc23,-0.0017233686492622961,IFS
cue,16,pc24,-0.0025219123313952904,IFS
cue,17,pc07,-0.010375215296285182,IFS
cue,17,pc08,-0.00043873874897495425,IFS
cue,17,pc10,0.02643101847301775,IFS
cue,17,pc11,0.010319405043365055,IFS
cue,17,pc12,-0.014138082875242241,IFS
cue,17,pc13,-0.044785627350365,IFS
cue,17,pc14,0.005883734227249655,IFS
cue,17,pc15,0.02041533780873729,IFS
cue,17,pc16,-0.04447410314437433,IFS
cue,17,pc17,0.013762123577025005,IFS
cue,17,pc18,-0.004900408394703772,IFS
cue,17,pc19,0.005243757404230867,IFS
cue,17,pc22,0.07375727370048454,IFS
cue,17,pc23,0.0036709331864363515,IFS
cue,17,pc24,-0.004190116516058963,IFS
cue,18,pc07,-0.003496742537647056,IFS
cue,18,pc08,-0.001533692601393943,IFS
cue,18,pc10,0.03831059882850711,IFS
cue,18,pc11,0.015343379465430013,IFS
cue,18,pc12,-0.023401578796209552,IFS
cue,18,pc13,-0.04556028853641833,IFS
cue,18,pc14,0.022501330767665875,IFS
cue,18,pc15,0.012248094170614402,IFS
cue,18,pc16,-0.03743898264467449,IFS
cue,18,pc17,0.014358246517347066,IFS
cue,18,pc18,-0.0006433163982773821,IFS
cue,18,pc19,-0.003250758902266666,IFS
cue,18,pc22,0.09051985589083122,IFS
cue,18,pc23,0.004383720640709009,IFS
cue,18,pc24,-0.012163495715034688,IFS
cue,19,pc07,0.005087647990311529,IFS
cue,19,pc08,0.004884668951972936,IFS
cue,19,pc10,0.037555298858686234,IFS
cue,19,pc11,0.02426469345001217,IFS
cue,19,pc12,-0.030013019265604526,IFS
cue,19,pc13,-0.04180344765156219,IFS
cue,19,pc14,0.03416542295352276,IFS
cue,19,pc15,-0.008490601348091048,IFS
cue,19,pc16,-0.020508280850270465,IFS
cue,19,pc17,0.014998293979002007,IFS
cue,19,pc18,0.013512585952106276,IFS
cue,19,pc19,-0.014404203703382535,IFS
cue,19,pc22,0.09308285660812249,IFS
cue,19,pc23,0.004868370049376033,IFS
cue,19,pc24,-0.01888505102397309,IFS
cue,20,pc07,0.010132210032127643,IFS
cue,20,pc08,0.007774181990560514,IFS
cue,20,pc10,0.02624110697110013,IFS
cue,20,pc11,0.033743897543645936,IFS
cue,20,pc12,-0.02296650636203786,IFS
cue,20,pc13,-0.031051314027816995,IFS
cue,20,pc14,0.040148020878261234,IFS
cue,20,pc15,-0.010220276184843155,IFS
cue,20,pc16,-0.0012832884162812272,IFS
cue,20,pc17,0.015883012675248633,IFS
cue,20,pc18,0.012390283910763505,IFS
cue,20,pc19,-0.015133912528915732,IFS
cue,20,pc22,0.09224507515153776,IFS
cue,20,pc23,0.011786069863099546,IFS
cue,20,pc24,-0.018619790310157834,IFS
cue,21,pc07,0.011873881047008789,IFS
cue,21,pc08,0.007324684662512873,IFS
cue,21,pc10,0.011317023312585037,IFS
cue,21,pc11,0.03636481128523582,IFS
cue,21,pc12,-0.010885711408621358,IFS
cue,21,pc13,-0.025589438691573988,IFS
cue,21,pc14,0.039451960721574864,IFS
cue,21,pc15,-0.014647236504392681,IFS
cue,21,pc16,0.007230255249272852,IFS
cue,21,pc17,0.017710065242816726,IFS
cue,21,pc18,0.009419969022635376,IFS
cue,21,pc19,-0.011982961797548696,IFS
cue,21,pc22,0.08242334357737774,IFS
cue,21,pc23,0.01810927729669158,IFS
cue,21,pc24,-0.015216381176845414,IFS
cue,22,pc07,-0.001547239770927522,IFS
cue,22,pc08,0.007338870825506005,IFS
cue,22,pc10,0.0003439444763761821,IFS
cue,22,pc11,0.03430967689754469,IFS
cue,22,pc12,-0.003836417843339773,IFS
cue,22,pc13,-0.021295265366956456,IFS
cue,22,pc14,0.02881271453008911,IFS
cue,22,pc15,-0.013481745688088685,IFS
cue,22,pc16,0.005338376463701802,IFS
cue,22,pc17,0.011769369925648294,IFS
cue,22,pc18,0.011366659032163572,IFS
cue,22,pc19,-0.005915170836622042,IFS
cue,22,pc22,0.06702680641610399,IFS
cue,22,pc23,0.020295984917127287,IFS
cue,22,pc24,-0.01187099053773499,IFS
stim,-1,pc07,-0.01901059552929615,IFS
stim,-1,pc08,-0.03469577496092166,IFS
stim,-1,pc10,-0.008837871117438766,IFS
stim,-1,pc11,0.009397072578428528,IFS
stim,-1,pc12,0.008042377252899451,IFS
stim,-1,pc13,0.005568949799484052,IFS
stim,-1,pc14,-0.010862890427755536,IFS
stim,-1,pc15,-0.027478877917892656,IFS
stim,-1,pc16,-0.009561104496234273,IFS
stim,-1,pc17,0.022299584374348876,IFS
stim,-1,pc18,0.001848463822861096,IFS
stim,-1,pc19,0.05880842904861017,IFS
stim,-1,pc22,-0.015172142601600738,IFS
stim,-1,pc23,0.04025458566693831,IFS
stim,-1,pc24,-0.02376991142275739,IFS
stim,0,pc07,-0.02145245946146962,IFS
stim,0,pc08,-0.04604859020023959,IFS
stim,0,pc10,-0.01612942249062206,IFS
stim,0,pc11,-0.016985210857327022,IFS
stim,0,pc12,0.011056487955679439,IFS
stim,0,pc13,-0.01751550177379687,IFS
stim,0,pc14,-0.022977351038230284,IFS
stim,0,pc15,-0.007946607365141824,IFS
stim,0,pc16,-0.020863777412812708,IFS
stim,0,pc17,0.0188518939899841,IFS
stim,0,pc18,0.002887902406144477,IFS
stim,0,pc19,0.07439899637265102,IFS
stim,0,pc22,-0.028422663655987418,IFS
stim,0,pc23,0.038392460917673135,IFS
stim,0,pc24,-0.03826615603544887,IFS
stim,1,pc07,-0.021053629110183117,IFS
stim,1,pc08,-0.06027263683886186,IFS
stim,1,pc10,-0.020589100674678285,IFS
stim,1,pc11,-0.036432999521018895,IFS
stim,1,pc12,-0.010261741266475373,IFS
stim,1,pc13,-0.05052302096340306,IFS
stim,1,pc14,-0.027178902117696205,IFS
stim,1,pc15,0.009566651775690244,IFS
stim,1,pc16,-0.02352557923308119,IFS
stim,1,pc17,-0.009231504435378598,IFS
stim,1,pc18,-0.005616425879316314,IFS
stim,1,pc19,0.0635584004637037,IFS
stim,1,pc22,-0.046234614754927655,IFS
stim,1,pc23,0.044769577296335065,IFS
stim,1,pc24,-0.04649256301294617,IFS
stim,2,pc07,-0.009037637310975535,IFS
stim,2,pc08,-0.037519810928843086,IFS
stim,2,pc10,-0.014488320480390865,IFS
stim,2,pc11,-0.010743937448276005,IFS
stim,2,pc12,-0.05730629277350842,IFS
stim,2,pc13,-0.022762958962483294,IFS
stim,2,pc14,0.003835642103383997,IFS
stim,2,pc15,0.025363154735026074,IFS
stim,2,pc16,0.001795108936580529,IFS
stim,2,pc17,-0.04253190361553319,IFS
stim,2,pc18,-0.01444152600136091,IFS
stim,2,pc19,0.030891722122631884,IFS
stim,2,pc22,-0.055153658518651456,IFS
stim,2,pc23,0.07506661292305704,IFS
stim,2,pc24,-0.024230703115112218,IFS
stim,3,pc07,0.026726699905977654,IFS
stim,3,pc08,0.05759837392788683,IFS
stim,3,pc10,-0.00273978082903477,IFS
stim,3,pc11,0.05746096699287269,IFS
stim,3,pc12,-0.07521335597254139,IFS
stim,3,pc13,0.12045372771599631,IFS
stim,3,pc14,0.08662940541552047,IFS
stim,3,pc15,0.061119784541227386,IFS
stim,3,pc16,0.06400160032967984,IFS
stim,3,pc17,-0.04703224743647222,IFS
stim,3,pc18,0.0020633992954236183,IFS
stim,3,pc19,0.009598700906308407,IFS
stim,3,pc22,-0.014987846722436844,IFS
stim,3,pc23,0.11274617136930118,IFS
stim,3,pc24,0.048317678438863726,IFS
stim,4,pc07,0.07055752926175689,IFS
stim,4,pc08,0.20212268931477256,IFS
stim,4,pc10,0.005453468310469771,IFS
stim,4,pc11,0.12815804637404743,IFS
stim,4,pc12,-0.001834809155450937,IFS
stim,4,pc13,0.32426482152320535,IFS
stim,4,pc14,0.18601172694816503,IFS
stim,4,pc15,0.1348512447686375,IFS
stim,4,pc16,0.13349739442314035,IFS
stim,4,pc17,-0.012083165600383302,IFS
stim,4,pc18,0.04063621998577271,IFS
stim,4,pc19,0.030044052884162606,IFS
stim,4,pc22,0.07595737173798621,IFS
stim,4,pc23,0.12304968245097084,IFS
stim,4,pc24,0.14768533604492878,IFS
stim,5,pc07,0.08538699679943942,IFS
stim,5,pc08,0.3158596211899981,IFS
stim,5,pc10,0.007372084319808008,IFS
stim,5,pc11,0.14987920880515196,IFS
stim,5,pc12,0.147985329125729,IFS
stim,5,pc13,0.45557481893550594,IFS
stim,5,pc14,0.23602540167558891,IFS
stim,5,pc15,0.2134840527303239,IFS
stim,5,pc16,0.1761607068276062,IFS
stim,5,pc17,0.042811448229193735,IFS
stim,5,pc18,0.05895263951550431,IFS
stim,5,pc19,0.07273103241723666,IFS
stim,5,pc22,0.1607349832317882,IFS
stim,5,pc23,0.09102694152016308,IFS
stim,5,pc24,0.2112323972619748,IFS
stim,6,pc07,0.05943614193520226,IFS
stim,6,pc08,0.3213346012825735,IFS
stim,6,pc10,0.007348685348898513,IFS
stim,6,pc11,0.10105043220608348,IFS
stim,6,pc12,0.2822215797056748,IFS
stim,6,pc13,0.41066097261387213,IFS
stim,6,pc14,0.1963702930430447,IFS
stim,6,pc15,0.24678399755768998,IFS
stim,6,pc16,0.17111681208944768,IFS
stim,6,pc17,0.08611977472755933,IFS
stim,6,pc18,0.03280622454071736,IFS
stim,6,pc19,0.09224495325408022,IFS
stim,6,pc22,0.176109444388383,IFS
stim,6,pc23,0.032758004672129235,IFS
stim,6,pc24,0.195928278228652,IFS
stim,7,pc07,0.007993260904715053,IFS
stim,7,pc08,0.20494333068311052,IFS
stim,7,pc10,0.005005704571227685,IFS
stim,7,pc11,0.014763031753793968,IFS
stim,7,pc12,0.3190090135429183,IFS
stim,7,pc13,0.21851361602534314,IFS
stim,7,pc14,0.08822494738362957,IFS
stim,7,pc15,0.20388410364657533,IFS
stim,7,pc16,0.12677769873957573,IFS
stim,7,pc17,0.10275865253170971,IFS
stim,7,pc18,-0.01821615879950857,IFS
stim,7,pc19,0.07111021569496773,IFS
stim,7,pc22,0.10087628242376369,IFS
stim,7,pc23,-0.01559744000490991,IFS
stim,7,pc24,0.11490737064914099,IFS
stim,8,pc07,-0.0427929064618689,IFS
stim,8,pc08,0.036684871006818026,IFS
stim,8,pc10,0.0023044904231496965,IFS
stim,8,pc11,-0.05730235014568569,IFS
stim,8,pc12,0.2483021070337944,IFS
stim,8,pc13,0.01096292203205269,IFS
stim,8,pc14,-0.02574320687113656,IFS
stim,8,pc15,0.10875302066027082,IFS
stim,8,pc16,0.06653488683485802,IFS
stim,8,pc17,0.08750684419626265,IFS
stim,8,pc18,-0.06707403709348017,IFS
stim,8,pc19,0.028299193179652828,IFS
stim,8,pc22,-0.01734693294933958,IFS
stim,8,pc23,-0.0415716689544286,IFS
stim,8,pc24,0.013571183970708695,IFS
stim,9,pc07,-0.07010180311550444,IFS
stim,9,pc08,-0.09276764864952729,IFS
stim,9,pc10,-0.0020857235546272047,IFS
stim,9,pc11,-0.0861001606332106,IFS
stim,9,pc12,0.1277887323322297,IFS
stim,9,pc13,-0.10872888744917153,IFS
stim,9,pc14,-0.0973762762408628,IFS
stim,9,pc15,0.008616637023535392,IFS
stim,9,pc16,0.01213238374448046,IFS
stim,9,pc17,0.04682684401643197,IFS
stim,9,pc18,-0.0965646954786829,IFS
stim,9,pc19,-0.002733814451358311,IFS
stim,9,pc22,-0.11430426359183118,IFS
stim,9,pc23,-0.0472572767320257,IFS
stim,9,pc24,-0.06805024910729805,IFS
stim,10,pc07,-0.060432989403935954,IFS
stim,10,pc08,-0.14330215023988144,IFS
stim,10,pc10,-0.006808771273500675,IFS
stim,10,pc11,-0.07593552341769677,IFS
stim,10,pc12,0.012525122402380908,IFS
stim,10,pc13,-0.13244208372600985,IFS
stim,10,pc14,-0.11845092752536968,IFS
stim,10,pc15,-0.07596123073805593,IFS
stim,10,pc16,-0.024942025404484414,IFS
stim,10,pc17,-0.008699816403034744,IFS
stim,10,pc18,-0.10117784326421247,IFS
stim,10,pc19,-0.015356427279804605,IFS
stim,10,pc22,-0.15977197205051147,IFS
stim,10,pc23,-0.0435940061136256,IFS
stim,10,pc24,-0.1102846442556028,IFS
stim,11,pc07,-0.026104061350888906,IFS
stim,11,pc08,-0.13364655005573745,IFS
stim,11,pc10,-0.01204213726380976,IFS
stim,11,pc11,-0.0494463535369999,IFS
stim,11,pc12,-0.06752004935511532,IFS
stim,11,pc13,-0.1079473212250811,IFS
stim,11,pc14,-0.10393681679265507,IFS
stim,11,pc15,-0.13815243525346355,IFS
stim,11,pc16,-0.042578776313772354,IFS
stim,11,pc17,-0.06069204369501281,IFS
stim,11,pc18,-0.0927582331523704,IFS
stim,11,pc19,-0.020110180842769568,IFS
stim,11,pc22,-0.15456374770979858,IFS
stim,11,pc23,-0.03537749857909169,IFS
stim,11,pc24,-0.11421541126731866,IFS
stim,12,pc07,0.003067150092041563,IFS
stim,12,pc08,-0.09341070763700807,IFS
stim,12,pc10,-0.011145033934637033,IFS
stim,12,pc11,-0.0270124417059443,IFS
stim,12,pc12,-0.10347735239654313,IFS
stim,12,pc13,-0.08044380889451075,IFS
stim,12,pc14,-0.07953805172339787,IFS
stim,12,pc15,-0.1555458720186566,IFS
stim,12,pc16,-0.04247508710634765,IFS
stim,12,pc17,-0.09682529697445637,IFS
stim,12,pc18,-0.08366275371087364,IFS
stim,12,pc19,-0.01942467125295693,IFS
stim,12,pc22,-0.11536878007120291,IFS
stim,12,pc23,-0.0326156562009235,IFS
stim,12,pc24,-0.09008742429656472,IFS
stim,13,pc07,0.003329825860235537,IFS
stim,13,pc08,-0.05271415721760714,IFS
stim,13,pc10,-0.00700063934415531,IFS
stim,13,pc11,-0.016092268153750512,IFS
stim,13,pc12,-0.10738619250221987,IFS
stim,13,pc13,-0.07122681489646666,IFS
stim,13,pc14,-0.054613970800062424,IFS
stim,13,pc15,-0.13276826580756246,IFS
stim,13,pc16,-0.026164597815096852,IFS
stim,13,pc17,-0.10937050428859789,IFS
stim,13,pc18,-0.07548380610334643,IFS
stim,13,pc19,-0.01374016886623811,IFS
stim,13,pc22,-0.06524468728287099,IFS
stim,13,pc23,-0.03266274256060174,IFS
stim,13,pc24,-0.055233993507995835,IFS
stim,14,pc07,-0.0026997048753936194,IFS
stim,14,pc08,-0.021003326380151118,IFS
stim,14,pc10,0.0001839052630559897,IFS
stim,14,pc11,-0.010428949296877075,IFS
stim,14,pc12,-0.09036256363597123,IFS
stim,14,pc13,-0.07069213645430017,IFS
stim,14,pc14,-0.03769631505221219,IFS
stim,14,pc15,-0.08851137824513748,IFS
stim,14,pc16,-0.0009251766939840952,IFS
stim,14,pc17,-0.10219795793549746,IFS
stim,14,pc18,-0.0618171371030372,IFS
stim,14,pc19,-0.007162023333099694,IFS
stim,14,pc22,-0.02955781076350636,IFS
stim,14,pc23,-0.03978658854762357,IFS
stim,14,pc24,-0.02250592582208661,IFS
stim,15,pc07,-0.011966017960479634,IFS
stim,15,pc08,-0.005134112671678989,IFS
stim,15,pc10,-0.002752000581637901,IFS
stim,15,pc11,-0.01384570186720607,IFS
stim,15,pc12,-0.06313625221500907,IFS
stim,15,pc13,-0.07093689687413435,IFS
stim,15,pc14,-0.028026991808744565,IFS
stim,15,pc15,-0.0401393640690268,IFS
stim,15,pc16,0.015163029763046386,IFS
stim,15,pc17,-0.08482463411615279,IFS
stim,15,pc18,-0.04800746756617168,IFS
stim,15,pc19,-0.004118037253845271,IFS
stim,15,pc22,-0.016906626259734946,IFS
stim,15,pc23,-0.04968874941082167,IFS
stim,15,pc24,-7.564805816853357e-05,IFS
stim,16,pc07,-0.02139908461954666,IFS
